roles,companies,locations,experience,skills,salary,industry,experience_cleaned,min_experience,max_experience,min_salary,max_salary,is_salary_disclosed,avg_salary,days_ago,posting_date,job_age_days,seniority_level,is_remote,is_high_salary
reliance is hiring for social media blended process,Jio,Hybrid - New Delhi,1-2 Yrs,Blended ProcessInternational Call CenterExcellent Communication In EnglishInternational BPOInternational Voice ProcessCustomer ServiceSemi VoiceNon Voice,2.75-3.5 Lacs PA,Media entertainment & Telecom,1-2,1,2,2.75,3.5,True,3.125,5.0,2024-11-19,11.0,Entry,False,False
reliance is hiring for social media blended process,Jio,Pune,1-2 Yrs,Blended ProcessInternational Call CenterExcellent Communication In EnglishInternational BPOInternational Voice ProcessCustomer ServiceSemi VoiceNon Voice,2.75-3.5 Lacs PA,Media entertainment & Telecom,1-2,1,2,2.75,3.5,True,3.125,5.0,2024-11-19,11.0,Entry,False,False
reliance is hiring for social media blended process,Jio,Mumbai (All Areas),1-2 Yrs,Blended ProcessInternational Call CenterExcellent Communication In EnglishInternational BPOInternational Voice ProcessCustomer ServiceSemi VoiceNon Voice,2.75-3.5 Lacs PA,Media entertainment & Telecom,1-2,1,2,2.75,3.5,True,3.125,5.0,2024-11-19,11.0,Entry,False,False
manager   ad sales,Live Times/ Two Star Media Pvt. Ltd.,Mumbai,4-8 Yrs,sales targetRevenue GenerationCollaborationSales Strategybuild relationshipSales ActivitiesSalesManagement,4-8 Lacs PA,Media entertainment & Telecom,4-8,4,8,4.0,8.0,True,6.0,1.0,2024-11-23,7.0,Mid,False,False
manager   ad sales,Live Times/ Two Star Media Pvt. Ltd.,Chandigarh,4-8 Yrs,sales targetRevenue GenerationCollaborationSales Strategybuild relationshipSales ActivitiesSalesManagement,4-8 Lacs PA,Media entertainment & Telecom,4-8,4,8,4.0,8.0,True,6.0,1.0,2024-11-23,7.0,Mid,False,False
manager   ad sales,Live Times/ Two Star Media Pvt. Ltd.,Bengaluru,4-8 Yrs,sales targetRevenue GenerationCollaborationSales Strategybuild relationshipSales ActivitiesSalesManagement,4-8 Lacs PA,Media entertainment & Telecom,4-8,4,8,4.0,8.0,True,6.0,1.0,2024-11-23,7.0,Mid,False,False
sales manager   microsoft advertising,Inmobi,Mumbai,6-8 Yrs,Career developmentDisplay advertisingCustomer satisfactionFocusAd salesManager TechnologyWeavingmicrosoft,Not disclosed,Media entertainment & Telecom,6-8,6,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sales manager   microsoft advertising,Inmobi,Bengaluru,6-8 Yrs,Career developmentDisplay advertisingCustomer satisfactionFocusAd salesManager TechnologyWeavingmicrosoft,Not disclosed,Media entertainment & Telecom,6-8,6,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
data io assistant,Dneg,Mumbai,2-5 Yrs,Data IOaspect ratiorecording formatsQCLinuxfilm camerasFilmIo,Not disclosed,Media entertainment & Telecom,2-5,2,5,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Entry,False,False
manager secretary,Vodafone Idea,Mumbai,5-10 Yrs,Personal AssistanceTravel ManagementCalendar ManagementEAAssistanceCoordinationManagementSecretarial activities,Not disclosed,Media entertainment & Telecom,5-10,5,10,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
key account manager   b2b sales,Jio,Mumbai,4-8 Yrs,B2B SalesEnterprise SalesSaaS SalesSolution SalesSoftware SalesHardware SalesIT SalesSoftware,Not disclosed,Media entertainment & Telecom,4-8,4,8,0.0,0.0,False,0.0,25.0,2024-10-30,31.0,Mid,False,False
key account manager   b2b sales,Jio,Bengaluru,4-8 Yrs,B2B SalesEnterprise SalesSaaS SalesSolution SalesSoftware SalesHardware SalesIT SalesSoftware,Not disclosed,Media entertainment & Telecom,4-8,4,8,0.0,0.0,False,0.0,25.0,2024-10-30,31.0,Mid,False,False
key account manager   b2b sales,Jio,Delhi / NCR,4-8 Yrs,B2B SalesEnterprise SalesSaaS SalesSolution SalesSoftware SalesHardware SalesIT SalesSoftware,Not disclosed,Media entertainment & Telecom,4-8,4,8,0.0,0.0,False,0.0,25.0,2024-10-30,31.0,Mid,False,False
regional collection manager,Vodafone Idea,Mumbai,4-9 Yrs,Collection ManagementB2B CollectionAr CollectionDebt CollectionDebt RecoveryCredit CollectionDebt ManagementAugmented Reality,Not disclosed,Media entertainment & Telecom,4-9,4,9,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
dtc gtm manager malad mumbai,Airtel,Mumbai,2-6 Yrs,gtmexecutionanalyticalpresentation skillschannelbusiness developmentdistributiontracking,Not disclosed,Media entertainment & Telecom,2-6,2,6,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Entry,False,False
elite sales ambassador for luxury brand (mumbai),2Coms,Mumbai,0-5 Yrs,brandingcustomer serviceinterpersonal skillsretail salessalesretailfield salesbrand management,"50,000-2 Lacs PA",Media entertainment & Telecom,0-5,0,5,50000.0,2.0,True,25001.0,4.0,2024-11-20,10.0,Entry,False,True
ad operations executive,Regalix,Remote,2-6 Yrs,Ad OperationsAd TraffickingFacebook AdsPpc CampaignsGoogle AdWordsCampaign ManagementDisplay AdvertisingDCM,Not disclosed,Media entertainment & Telecom,2-6,2,6,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Entry,True,False
lead   product marketing,Inmobi,Bengaluru,4-6 Yrs,SANField marketingCompetitive analysisMarket intelligenceVenture capitalWeavingHTTPDigital marketing,Not disclosed,Media entertainment & Telecom,4-6,4,6,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Mid,False,False
customer success manager (non gaming supply).,Inmobi,Hubli,3-6 Yrs,operationsleadershipupselladvertisingcsmonline advertisingcustomer experienceCustomer focus,Not disclosed,Media entertainment & Telecom,3-6,3,6,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
customer success manager (non gaming supply).,Inmobi,Mangaluru,3-6 Yrs,operationsleadershipupselladvertisingcsmonline advertisingcustomer experienceCustomer focus,Not disclosed,Media entertainment & Telecom,3-6,3,6,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
customer success manager (non gaming supply).,Inmobi,Mysuru,3-6 Yrs,operationsleadershipupselladvertisingcsmonline advertisingcustomer experienceCustomer focus,Not disclosed,Media entertainment & Telecom,3-6,3,6,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
customer success manager (non gaming supply).,Inmobi,Bengaluru,3-6 Yrs,operationsleadershipupselladvertisingcsmonline advertisingcustomer experienceCustomer focus,Not disclosed,Media entertainment & Telecom,3-6,3,6,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
customer success manager (non gaming supply).,Inmobi,Belgaum,3-6 Yrs,operationsleadershipupselladvertisingcsmonline advertisingcustomer experienceCustomer focus,Not disclosed,Media entertainment & Telecom,3-6,3,6,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Mid,False,False
showroom sales executive bangalore,2Coms,Asansol,1-6 Yrs,showroomcustomer servicedirect marketingteam handlinginterpersonal skillsshowroom managementretail salesbusiness development,3-5 Lacs PA,Media entertainment & Telecom,1-6,1,6,3.0,5.0,True,4.0,3.0,2024-11-21,9.0,Entry,False,False
circle o&m   field support engineer,Indus Towers,Kolkata,1-4 Yrs,TrainingComplianceTroubleshootingTechnical supportPreventive maintenanceMMaintenancePreventive,Not disclosed,Media entertainment & Telecom,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
circle o&m   field support engineer,Indus Towers,Mumbai,1-4 Yrs,TrainingComplianceTroubleshootingTechnical supportPreventive maintenanceMMaintenancePreventive,Not disclosed,Media entertainment & Telecom,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
circle o&m   field support engineer,Indus Towers,New Delhi,1-4 Yrs,TrainingComplianceTroubleshootingTechnical supportPreventive maintenanceMMaintenancePreventive,Not disclosed,Media entertainment & Telecom,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
circle o&m   field support engineer,Indus Towers,Hyderabad,1-4 Yrs,TrainingComplianceTroubleshootingTechnical supportPreventive maintenanceMMaintenancePreventive,Not disclosed,Media entertainment & Telecom,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
circle o&m   field support engineer,Indus Towers,Pune,1-4 Yrs,TrainingComplianceTroubleshootingTechnical supportPreventive maintenanceMMaintenancePreventive,Not disclosed,Media entertainment & Telecom,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
circle o&m   field support engineer,Indus Towers,Chennai,1-4 Yrs,TrainingComplianceTroubleshootingTechnical supportPreventive maintenanceMMaintenancePreventive,Not disclosed,Media entertainment & Telecom,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
circle o&m   field support engineer,Indus Towers,Bengaluru,1-4 Yrs,TrainingComplianceTroubleshootingTechnical supportPreventive maintenanceMMaintenancePreventive,Not disclosed,Media entertainment & Telecom,1-4,1,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
manufacturing and maintenance cloud senior consultant,U2O3 Infotech,Hyderabad,8-12 Yrs,Business processData migrationFTPTest scriptsDebuggingConsultingOracleTroubleshooting,Not disclosed,Media entertainment & Telecom,8-12,8,12,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
manufacturing and maintenance cloud senior consultant,U2O3 Infotech,Pune,8-12 Yrs,Business processData migrationFTPTest scriptsDebuggingConsultingOracleTroubleshooting,Not disclosed,Media entertainment & Telecom,8-12,8,12,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
manufacturing and maintenance cloud senior consultant,U2O3 Infotech,Bengaluru,8-12 Yrs,Business processData migrationFTPTest scriptsDebuggingConsultingOracleTroubleshooting,Not disclosed,Media entertainment & Telecom,8-12,8,12,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
cloud finance principal consultant,U2O3 Infotech,Hyderabad,6-8 Yrs,ProcurementSolution architectureData migrationFTPDebuggingConsultingCash managementOracle,Not disclosed,Media entertainment & Telecom,6-8,6,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
cloud finance principal consultant,U2O3 Infotech,Pune,6-8 Yrs,ProcurementSolution architectureData migrationFTPDebuggingConsultingCash managementOracle,Not disclosed,Media entertainment & Telecom,6-8,6,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
cloud finance principal consultant,U2O3 Infotech,Bengaluru,6-8 Yrs,ProcurementSolution architectureData migrationFTPDebuggingConsultingCash managementOracle,Not disclosed,Media entertainment & Telecom,6-8,6,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
finance and cost accounting principal consultant,U2O3 Infotech,Hyderabad,10-12 Yrs,ProcurementFTPFixed assetsConsultingCash managementOracleResource managementTroubleshooting,Not disclosed,Media entertainment & Telecom,10-12,10,12,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
finance and cost accounting principal consultant,U2O3 Infotech,Pune,10-12 Yrs,ProcurementFTPFixed assetsConsultingCash managementOracleResource managementTroubleshooting,Not disclosed,Media entertainment & Telecom,10-12,10,12,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
finance and cost accounting principal consultant,U2O3 Infotech,Bengaluru,10-12 Yrs,ProcurementFTPFixed assetsConsultingCash managementOracleResource managementTroubleshooting,Not disclosed,Media entertainment & Telecom,10-12,10,12,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
plm and procurement principal consultant,U2O3 Infotech,Hyderabad,8-12 Yrs,PLMProcurementSupply chainData migrationFTPDebuggingConsultingOracle,Not disclosed,Media entertainment & Telecom,8-12,8,12,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
plm and procurement principal consultant,U2O3 Infotech,Pune,8-12 Yrs,PLMProcurementSupply chainData migrationFTPDebuggingConsultingOracle,Not disclosed,Media entertainment & Telecom,8-12,8,12,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
plm and procurement principal consultant,U2O3 Infotech,Bengaluru,8-12 Yrs,PLMProcurementSupply chainData migrationFTPDebuggingConsultingOracle,Not disclosed,Media entertainment & Telecom,8-12,8,12,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
order management and procurement principal consultant,U2O3 Infotech,Hyderabad,10-12 Yrs,Order managementProcurementBusiness processData migrationFTPTest scriptsDebuggingConsulting,Not disclosed,Media entertainment & Telecom,10-12,10,12,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
order management and procurement principal consultant,U2O3 Infotech,Pune,10-12 Yrs,Order managementProcurementBusiness processData migrationFTPTest scriptsDebuggingConsulting,Not disclosed,Media entertainment & Telecom,10-12,10,12,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
order management and procurement principal consultant,U2O3 Infotech,Bengaluru,10-12 Yrs,Order managementProcurementBusiness processData migrationFTPTest scriptsDebuggingConsulting,Not disclosed,Media entertainment & Telecom,10-12,10,12,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
deputy manager / assistant lead   pega,_Vois,Pune,5-9 Yrs,PegaIT DevelopmentTeam leadingsolution designProject deliveryCRMLeadershipProject,Not disclosed,Media entertainment & Telecom,5-9,5,9,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
accounting expert,Amdocs,Pune,4-6 Yrs,Health insuranceSAP ERPUS GAAPFinancial reportingAccountingFinanceConsultingIFRS,Not disclosed,Media entertainment & Telecom,4-6,4,6,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
mainframe capacity planner,Amdocs,Pune,3-6 Yrs,TSOJCLDb2CicsAS400IT operationsTechnical supportIMS,Not disclosed,Media entertainment & Telecom,3-6,3,6,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
ran lead,Airtel,Pune,10-15 Yrs,Nokia BSCBSS EngineerBss EngineeringRAN SpecialistEngineeringRANBss,10-14 Lacs PA,Media entertainment & Telecom,10-15,10,15,10.0,14.0,True,12.0,1.0,2024-11-23,7.0,Senior,False,True
elite sales ambassador for luxury brand (pan india),2Coms,Mumbai,1-6 Yrs,visual merchandisingmanagement skillsretail operationsbrandingcustomer serviceinterpersonal skillsretail salesapparel,Not disclosed,Media entertainment & Telecom,1-6,1,6,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
elite sales ambassador for luxury brand (pan india),2Coms,Hyderabad,1-6 Yrs,visual merchandisingmanagement skillsretail operationsbrandingcustomer serviceinterpersonal skillsretail salesapparel,Not disclosed,Media entertainment & Telecom,1-6,1,6,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
elite sales ambassador for luxury brand (pan india),2Coms,Bengaluru,1-6 Yrs,visual merchandisingmanagement skillsretail operationsbrandingcustomer serviceinterpersonal skillsretail salesapparel,Not disclosed,Media entertainment & Telecom,1-6,1,6,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
business head sales and marketing,Live Times / Two Star Media Pvt. Ltd.,Noida,15-20 Yrs,Team LeadershipRevenue GenerationOperational ExcellenceAdvertising SalesResource OptimizationBudget ManagementDigital SalesBusiness Development,12-20 Lacs PA,Media entertainment & Telecom,15-20,15,20,12.0,20.0,True,16.0,4.0,2024-11-20,10.0,Senior,False,True
business head sales and marketing,Live Times / Two Star Media Pvt. Ltd.,Mumbai,15-20 Yrs,Team LeadershipRevenue GenerationOperational ExcellenceAdvertising SalesResource OptimizationBudget ManagementDigital SalesBusiness Development,12-20 Lacs PA,Media entertainment & Telecom,15-20,15,20,12.0,20.0,True,16.0,4.0,2024-11-20,10.0,Senior,False,True
business head sales and marketing,Live Times / Two Star Media Pvt. Ltd.,Bengaluru,15-20 Yrs,Team LeadershipRevenue GenerationOperational ExcellenceAdvertising SalesResource OptimizationBudget ManagementDigital SalesBusiness Development,12-20 Lacs PA,Media entertainment & Telecom,15-20,15,20,12.0,20.0,True,16.0,4.0,2024-11-20,10.0,Senior,False,True
administration executive,South Mumbai Chess Academy,Mumbai(Mahalaxmi),0-3 Yrs,Communication SkillsInternet SurfingBasic Excel Good Communication Skills Email Cold Calling Computer MS Word Internet Surfing Record ManagementMicrosoft ApplicationsEmail WritingOffice ManagementComputer SkillsOffice Coordination,2-3 Lacs PA,Media entertainment & Telecom,0-3,0,3,2.0,3.0,True,2.5,9.0,2024-11-15,15.0,Entry,False,False
administration executive,South Mumbai Chess Academy,Mahalaxmi,0-3 Yrs,Communication SkillsInternet SurfingBasic Excel Good Communication Skills Email Cold Calling Computer MS Word Internet Surfing Record ManagementMicrosoft ApplicationsEmail WritingOffice ManagementComputer SkillsOffice Coordination,2-3 Lacs PA,Media entertainment & Telecom,0-3,0,3,2.0,3.0,True,2.5,9.0,2024-11-15,15.0,Entry,False,False
load balancer (lb) / web application firewall (waf) subject matter exp,Jio,Navi Mumbai,10-12 Yrs,Load BalancingWeb Application FirewallF5NetscalerFirewallApplicationBalanceLBS,12-17 Lacs PA,Media entertainment & Telecom,10-12,10,12,12.0,17.0,True,14.5,5.0,2024-11-19,11.0,Senior,False,True
deputy manager   marketing ( events),Oberoi Realty,Mumbai Suburban,5-8 Yrs,marketingEvents ManagementEvent Planningevent conceptualisationEvent OperationsEvent MarketingConceptualizationEvents,5-8.5 Lacs PA,Media entertainment & Telecom,5-8,5,8,5.0,8.5,True,6.75,6.0,2024-11-18,12.0,Mid,False,False
travel desk,Times Strategic Solutions Limited,Mumbai,2-5 Yrs,TravelbookingflighthotelMICETravel deskDeskBroking,4-6.5 Lacs PA,Media entertainment & Telecom,2-5,2,5,4.0,6.5,True,5.25,2.0,2024-11-22,8.0,Entry,False,False
travel desk,Times Strategic Solutions Limited,Mumbai Suburban,2-5 Yrs,TravelbookingflighthotelMICETravel deskDeskBroking,4-6.5 Lacs PA,Media entertainment & Telecom,2-5,2,5,4.0,6.5,True,5.25,2.0,2024-11-22,8.0,Entry,False,False
travel desk,Times Strategic Solutions Limited,Mumbai (All Areas),2-5 Yrs,TravelbookingflighthotelMICETravel deskDeskBroking,4-6.5 Lacs PA,Media entertainment & Telecom,2-5,2,5,4.0,6.5,True,5.25,2.0,2024-11-22,8.0,Entry,False,False
videographer   miss india pageants,Times Strategic Solutions Limited,Mumbai,4-9 Yrs,videographyAdobe Premiere ProvideographercodecsFinal Cut ProAdobePremiere PROAdobe Premiere,8-11 Lacs PA,Media entertainment & Telecom,4-9,4,9,8.0,11.0,True,9.5,3.0,2024-11-21,9.0,Mid,False,False
videographer   miss india pageants,Times Strategic Solutions Limited,Mumbai Suburban,4-9 Yrs,videographyAdobe Premiere ProvideographercodecsFinal Cut ProAdobePremiere PROAdobe Premiere,8-11 Lacs PA,Media entertainment & Telecom,4-9,4,9,8.0,11.0,True,9.5,3.0,2024-11-21,9.0,Mid,False,False
videographer   miss india pageants,Times Strategic Solutions Limited,Mumbai (All Areas),4-9 Yrs,videographyAdobe Premiere ProvideographercodecsFinal Cut ProAdobePremiere PROAdobe Premiere,8-11 Lacs PA,Media entertainment & Telecom,4-9,4,9,8.0,11.0,True,9.5,3.0,2024-11-21,9.0,Mid,False,False
it supervisor,Cinepolis,Navi Mumbai,2-4 Yrs,Desktop SupportServer SupportHardware NetworkingSoftware InstallationNetwork SupportDesktopServHardware,3-3.5 Lacs PA,Media entertainment & Telecom,2-4,2,4,3.0,3.5,True,3.25,3.0,2024-11-21,9.0,Entry,False,False
maintenance supervisor,Cinepolis,Navi Mumbai,2-4 Yrs,HVACElectricalsMaintenance,3-3.5 Lacs PA,Media entertainment & Telecom,2-4,2,4,3.0,3.5,True,3.25,3.0,2024-11-21,9.0,Entry,False,False
